16170,16244;Erna Schabulski;91
16171,16246;Abraham;89
16163,16247;Alabama;88
16165,16246;Alaska;89
16174,16240;Alvin;95
16173,16228;Anthrax;107
16165,16242;Arizona;93
16167,16250;Arkansas;85
16172,16240;Aykuut;95
16170,16260;Bandidos;75
16199,16425;Bird;93
16170,16262;Bones;73
16169,16260;Boozefighters;75
16184,16233;Brunhilde;102
16263,16545;Brötchen;217
16169,16259;Cavemen;76
16169,16254;Colorado;81
16173,16251;Conan;84
16198,16440;Croover;105
16153,16229;Darth Vader;106
16170,16257;Devils Diciples;78
16196,16442;Donnerkuppel;107
16191,16460;Dumbo;125
16219,16424;Dumbo 2;112
16199,16423;Eagle;92
16171,16242;Eriol;93
16201,16356;Fisch;60
16170,16235;Flip;100
16170,16246;Flipper;89
16172,16249;Gargamel;86
16171,16256;Ghost Riders;79
16197,16442;Gleis9;107
16174,16248;Guliver;87
16191,16419;H1;84
16200,16375;Helium;69
16200,16376;Hera;69
16172,16241;Herbert;94
16175,16246;HijikataToshizo;89
16173,16225;IronMaidon;110
16175,16433;Jano;98
16199,16439;Killer;104
16199,16472;Kranzberg12;137
16172,16236;Krash;99
16198,16444;Kursk;109
16171,16234;Maja;101
16172,16245;Maori;90
16174,16222;Metallica;113
16171,16247;Mombat;88
16172,16250;Neo;85
16173,16252;Neuanfang;83
16173,16226;Nirvana;109
16173,16233;Nordstern;102
16172,16247;Pfiffikus;88
16169,16246;Pinocchio;89
16171,16230;Puck;105
16171,16238;Ralf von Harpen;97
16173,16235;RB;100
16175,16244;RB2;91
16173,16238;RB3;97
16172,16237;Red Stone;98
16174,16242;Ronja;93
16198,16432;Roter Baron;97
16172,16243;Roter Baron2;92
16173,16231;Slayer;104
16198,16436;Songwriter;101
16174,16234;Starlett;101
16197,16432;Streicher;97
16172,16228;Thekla;107
16171,16232;Willi;103
16241,16370;Z6;107
16199,16226;Zeltlager1;109
16201,16225;Zeltlager2;110
16171,16244;Zora;91
